X,Y,TotalVolunteers,DateOriginal,Totalltems_EventRecord
-156.47916,20.89667,14,9/15/2018,358
-156.47915,20.89664,3,9/16/2017,698
-156.47912,20.89658,2,9/15/2018,93
-156.47904,20.8967,1,9/16/2017,0
-156.47898,20.89678,8,9/16/2017,203
-156.47852,20.89623,2,9/15/2018,39
-156.47849,20.89726,101,9/17/2016,12791
-156.47836,20.89728,68,9/16/2017,17759
-156.47829,20.89724,2,9/16/2017,62
-156.47825,20.89714,2,9/21/2019,554
-156.47818,20.89128,3,9/15/2018,0
-156.47814,20.89728,2,9/21/2019,477
-156.47798,20.89659,4,12/1/2017,219
-156.47781,20.89759,2,9/21/2019,307
-156.47776,20.89776,1,9/21/2019,3865
-156.47772,20.89714,1,10/14/2017,102
-156.4777,20.89759,3,9/21/2019,130
-156.47765,20.89763,3,9/21/2019,306
-156.47742,20.89807,5,9/21/2019,182
-156.47668,20.79073,1,10/2/2017,47
-156.47619,20.79068,25,9/16/2017,1706
-156.47614,20.79065,4,2/21/2020,27
-156.47612,20.899,4,9/21/2019,313
-156.47609,20.89896,1,9/21/2019,0
-156.47602,20.80513,1,6/15/2018,63
-156.47598,20.89156,5,9/21/2019,194
-156.47598,20.89156,3,9/21/2019,252
-156.47507,20.89162,1,9/21/2019,58
-156.4735,20.8904,2,12/1/2017,246
-156.4735,20.89133,1,9/19/2015,285
-156.47229,20.89127,3,9/19/2015,328
-156.47202,20.78118,1,6/12/2018,61
-156.47068,20.80687,1,7/8/2018,31
-156.47065,20.78789,3,9/22/2018,192
-156.47063,20.78788,3,9/22/2018,407
-156.47061,20.78781,1,9/22/2018,199
-156.47057,20.78788,2,9/22/2018,15
-156.47049,20.78781,2,9/22/2018,207
-156.47017,20.78741,1,12/14/2018,104
-156.46919,20.89206,1,9/16/2017,435
-156.46875,20.90488,12,10/14/2019,379
-156.46869,20.89271,32,9/16/2017,2140
-156.46852,20.89101,1,9/16/2017,0
-156.46794,20.78622,3,9/22/2018,260
-156.46514,20.89174,2,2/28/2018,116
-156.46444,20.78509,2,11/8/2019,35
-156.46364,20.78309,2,9/21/2019,77
-156.46264,20.78173,1,9/22/2018,131
-156.46224,20.78144,1,9/22/2018,0
-156.46119,20.77751,20,9/17/2016,803
-156.46088,20.88573,1,2/1/2018,101
-156.46061,20.77741,4,10/19/2018,36
-156.45996,20.87661,1,11/12/2017,44
-156.45986,20.77316,2,1/12/2018,12
-156.4588,20.76387,1,1/28/2016,33
-156.45875,20.76585,7,9/16/2017,452
-156.45863,20.76643,1,9/16/2017,177
-156.45847,20.76408,1,1/28/2016,26
-156.45832,20.9009,2,9/29/2018,674
-156.45809,20.777,1,9/15/2018,0
-156.45808,20.87929,22,6/30/2016,12
-156.45797,20.77528,1,10/19/2018,133
-156.4576,20.74908,1,9/16/2017,315
-156.45741,20.77969,1,9/16/2017,259
-156.45569,20.73461,4,9/16/2017,150
-156.45546,20.75122,1,9/16/2017,0
-156.45542,20.73763,42,3/3/2018,1046
-156.45378,20.73171,4,9/16/2017,1103
-156.45346,20.74836,4,10/19/2018,348
-156.45153,20.77319,3,12/1/2017,389
-156.4513,20.63231149,3,9/4/2019,6
-156.44855,20.86296,2,9/15/2018,659
-156.44853,20.86296,2,10/6/2018,322
-156.44853,20.86297,47,9/22/2018,607
-156.44853,20.863,67,9/15/2018,230
-156.4485,20.86299,5,9/29/2018,965
-156.44848,20.72402,1,9/23/2018,3
-156.44848,20.86299,1,9/28/2019,393
-156.44844,20.86309,1,9/4/2015,3
-156.44842,20.86311,1,7/28/2017,2
-156.44818,20.8634,1,7/29/2017,13
-156.44813,20.72615,2,11/11/2017,14
-156.4479,20.72201,1,9/21/2019,50
-156.44733,20.72205,1,9/17/2018,14
-156.44722,20.72208,22,11/8/2019,9
-156.44679,20.75225,1,9/15/2018,0
-156.4465097,20.70747611,5,10/22/2019,9
-156.44641,20.70511,1,9/16/2018,41
-156.44634,20.70512,2,9/11/2018,36
-156.44608,20.71214,1,9/8/2017,61
-156.44566,20.70893,4,11/8/2019,128
-156.4455651,20.67952298,3,9/3/2019,1
-156.44516,20.63139,1,12/16/2019,3
-156.4447,20.70892,2,11/8/2019,219
-156.44467,20.70882,1,11/8/2019,115
-156.44454,20.69926,17,9/16/2017,295
-156.4445107,20.68781602,2,9/10/2019,1
-156.4442955,20.69054025,6,10/22/2019,2
-156.44428,20.70668,1,9/19/2018,17
-156.4440489,20.67688567,4,10/18/2019,1
-156.44394,20.89698,11,10/14/2016,2879
-156.4438685,20.69025085,7,9/10/2019,1
-156.44342,20.6841,1,2/4/2017,5
-156.44326,20.62691,1,9/11/2018,10
-156.44318,20.68335,1,2/6/2017,6
-156.44308,20.89795,8,10/8/2016,196
-156.44303,20.68331,1,2/6/2017,6
-156.44298,20.68358,1,2/3/2017,7
-156.44294,20.68352,1,2/4/2017,6
-156.44293,20.68344,1,2/4/2017,3
-156.44276,20.68373,1,2/6/2017,4
-156.44271,20.68359,1,2/3/2017,4
-156.44262,20.68371,1,3/19/2018,17
-156.44245,20.67494,4,9/4/2017,1
-156.4423028,20.66578536,43,9/21/2019,3547
-156.44202,20.68419,1,2/4/2017,5
-156.44188,20.66517,1,9/15/2018,255
-156.44164,20.6631,1,2/21/2018,16
-156.44164,20.6631,1,3/28/2018,20
-156.44164,20.6631,1,4/25/2018,11
-156.44164,20.6631,1,5/30/2018,30
-156.44164,20.6631,1,6/27/2018,12
-156.44164,20.6631,1,7/25/2018,7
-156.44164,20.6631,1,8/22/2018,10
-156.44164,20.6631,1,9/26/2018,14
-156.44164,20.6631,1,10/24/2018,7
-156.44164,20.6631,1,11/28/2018,12
-156.44164,20.6631,1,12/20/2018,14
-156.44163,20.65264,1,12/1/2015,21
-156.44146,20.68398,1,2/3/2017,7
-156.44144,20.68419,1,2/6/2017,1
-156.44138,20.68429,1,2/7/2017,5
-156.44119,20.66336,45,9/16/2017,3105
-156.44115,20.65289,1,11/12/2015,9
-156.44111,20.89915,34,10/14/2016,1280
-156.44107,20.71616,5,9/16/2017,904
-156.44091,20.68356,2,3/20/2018,30
-156.44084,20.89888,1,9/17/2017,150
-156.44063,20.6528,1,12/23/2015,11
-156.4406,20.65284,1,12/21/2015,14
-156.44045,20.66398,2,9/21/2019,0
-156.44035,20.66362,1,9/16/2017,0
-156.43985,20.90019,6,10/13/2018,57
-156.43906,20.69321,1,8/29/2018,2
-156.43863,20.69356,1,8/19/2018,4
-156.43812,20.74928,3,10/19/2018,85
-156.43799,20.90153,1,11/11/2017,0
-156.43789,20.90241,1,11/12/2017,20
-156.43788,20.74947,1,9/13/2017,0
-156.43775,20.90147,1,11/11/2017,0
-156.43746,20.71044,3,9/15/2018,145
-156.43673,20.74845,1,11/2/2019,4
-156.43667,20.74842,1,10/2/2019,2
-156.43666,20.74843,2,11/1/2019,19
-156.43665,20.74836,2,11/8/2019,44
-156.43658,20.74841,2,11/8/2019,47
-156.43656,20.7483,1,10/18/2019,31
-156.43654,20.74835,2,11/8/2019,13
-156.43565,20.69053,1,8/26/2019,33
-156.43336,20.70234,1,9/13/2019,6
-156.43335,20.70227,1,9/8/2019,54
-156.41171,20.90531,2,10/6/2018,123
-156.40457,20.9113,2,10/6/2018,72
-156.39987,20.90917,3,10/6/2018,201
-156.39587,20.91266,2,10/6/2018,158
-156.39342,20.91403,1,10/6/2018,115
-156.39304,20.91409,2,10/6/2018,559
-156.39296,20.91404,1,10/6/2018,147
-156.39259,20.91383,15,10/6/2018,105
-156.38403,20.91581,10,9/17/2016,1485
-156.37206,20.90009,3,9/21/2019,94
-156.33639,20.82174,2,6/13/2018,9
-156.3254,20.83937,1,5/19/2020,24
-156.32539,20.83936,1,5/14/2020,3
-156.32319,20.84517,1,8/31/2019,1
-156.31071,20.85624,1,9/17/2017,195
-156.31058,20.8536,2,9/16/2017,47
-156.29914,20.91954,19,9/16/2017,384
-156.28426,20.87907,1,9/16/2017,0
-156.03599,19.68366,21,9/9/2017,1
-156.00763,19.81164,5,9/3/2017,39
-156.00763,19.81164,13,10/1/2017,39
-156.00612,19.80927,1,9/3/2018,68
-156.00045,19.64476,1,12/1/2017,181
-155.99769,19.63958,1,9/17/2016,658
-155.99202,19.82903,12,9/17/2016,1620
-155.99043,19.82567,5,9/15/2018,4
-155.99029,19.82612,24,9/15/2018,359
-155.99029,19.82621,29,9/16/2017,1523
-155.98991,19.82581,28,9/15/2018,0
-155.9717581,19.59239891,2,9/14/2019,1
-155.96649,19.57915,1,9/15/2018,4
-155.889444,19.911667,2,9/21/2019,265
-155.88914,19.92633,4,9/17/2016,155
-155.88798,19.92568,9,9/16/2017,70
-155.88798,19.92568,10,9/16/2017,920
-155.87164,19.94254,3,4/4/2018,0
-155.87157,19.94248,3,4/4/2018,78
-155.87153,19.94246,2,4/6/2018,22
-155.86267,19.95085,1,2/11/2017,4
-155.86136,19.95129,1,2/11/2017,1
-155.86113,19.95101,1,2/10/2017,4
-155.861,19.95188,1,2/11/2017,4
-155.86052,19.95553,30,10/18/2017,1425
-155.85178,19.9666,1,3/15/2018,9
-155.84862,19.96367,13,10/6/2017,714
-155.84388,19.975,58,9/21/2019,974
-155.84388,19.975,2,10/17/2019,33
-155.84199,19.97093,2,6/14/2018,59
-155.841944,19.965556,3,9/25/2019,312
-155.841944,19.965556,12,10/4/2019,199
-155.84175,19.96819,30,10/17/2017,1424
-155.84175,19.96819,4,10/24/2017,229
-155.8414,19.9718,3,7/15/2017,169
-155.8414,19.9718,14,9/12/2017,196
-155.8414,19.9718,8,10/17/2017,94
-155.8414,19.9718,11,11/15/2017,0
-155.8414,19.9718,1,12/5/2017,38
-155.83765,19.8129,1,2/14/2018,24
-155.83603,19.97187,58,9/15/2018,447
-155.83435,19.97234,2,9/15/2018,168
-155.83435,19.97234,5,9/15/2018,481
-155.83435,19.97234,5,9/15/2018,352
-155.83435,19.97234,6,9/15/2018,139
-155.83435,19.97234,17,9/15/2018,844
-155.83435,19.97234,37,9/15/2018,786
-155.83435,19.97234,2,9/15/2018,306
-155.83435,19.97234,8,9/15/2018,236
-155.83435,19.97234,48,10/12/2018,3005
-155.834167,20.040278,64,9/20/2019,3082
-155.83257,19.97349,1,8/19/2017,61
-155.83257,19.97349,4,9/19/2017,25
-155.83257,19.97349,1,10/24/2017,234
-155.83257,19.97349,1,11/15/2017,125
-155.83222,19.97345,64,1/17/2018,2437
-155.83194,20.0403,1,9/3/2018,19
-155.83174,19.9743,4,10/22/2016,175
-155.83164,20.03976,32,9/15/2016,890
-155.83162,19.974,7,8/19/2017,75
-155.83162,19.974,5,9/19/2017,218
-155.83162,19.974,1,10/19/2017,30
-155.83162,19.974,12,11/15/2017,82
-155.83162,19.974,1,12/19/2017,46
-155.83162,19.974,3,1/18/2018,45
-155.83162,19.974,1,2/18/2018,0
-155.83162,19.974,3,3/30/2018,4
-155.83162,19.974,1,4/21/2018,137
-155.83162,19.974,1,5/26/2018,44
-155.83157,19.97414,1,10/15/2016,45
-155.83157,19.97415,7,9/17/2016,103
-155.83148,19.97419,12,10/22/2016,666
-155.83138,19.97414,45,9/17/2016,5210
-155.83129,19.97412,23,10/22/2016,1313
-155.83128,19.97525,8,7/15/2017,123
-155.83128,19.97525,4,8/19/2017,240
-155.83128,19.97525,4,9/19/2017,137
-155.83128,19.97525,4,10/2/2017,132
-155.83128,19.97525,1,10/31/2017,252
-155.83128,19.97525,8,11/15/2017,75
-155.83128,19.97525,1,12/15/2017,64
-155.83128,19.97525,1,1/18/2018,24
-155.83128,19.97525,2,2/18/2018,66
-155.83128,19.97525,3,3/30/2018,43
-155.83128,19.97525,1,4/21/2018,267
-155.83128,19.97525,1,5/26/2018,164
-155.83119,19.97395,64,9/19/2017,2647
-155.83091,20.03864,34,9/15/2016,1866
-155.82939,19.98706,18,8/22/2017,127
-155.82922,19.99271,1,9/27/2017,14
-155.82913,19.98666,48,9/21/2017,933
-155.82881,19.98134,45,10/28/2016,1595
-155.828333,20.026111,23,9/20/2019,1588
-155.82682,19.98142,4,10/1/2016,490
-155.82613,19.99142,43,9/15/2017,575
-155.826,19.99158,11,10/3/2017,361
-155.82594,19.99156,5,9/17/2016,515
-155.82581,19.99017,22,10/28/2016,30
-155.82563,19.99198,16,10/5/2018,405
-155.82563,19.99198,3,10/23/2018,29
-155.82561,19.99174,15,8/27/2017,978
-155.82544,19.99109,2,10/6/2017,195
-155.8237,20.0345,23,9/20/2019,752
-155.823333,19.995,66,9/21/2019,2037
-155.82258,20.02388,39,9/15/2016,4417
-155.82246,20.02363,1,11/13/2017,116
-155.82245,20.02372,1,9/24/2017,392
-155.818333,20.025833,45,9/20/2019,4263
-155.78165,19.95036,1,10/2/2017,159
-155.68271,18.91457,4,3/20/2018,1
-155.5991,18.97475,3,9/23/2016,1331
-155.5991,18.97475,5,10/10/2016,1322
-155.5991,18.97475,4,11/10/2016,1039
-155.5991,18.97475,4,11/28/2016,1667
-155.5991,18.97475,4,12/17/2016,1714
-155.5991,18.97475,4,3/15/2017,3412
-155.5991,18.97475,4,4/22/2017,5067
-155.5991,18.97475,7,5/12/2017,3639
-155.5991,18.97475,4,6/4/2017,6512
-155.5991,18.97475,6,7/9/2017,2166
-155.5991,18.97475,3,8/21/2017,2649
-155.5991,18.97475,9,9/26/2017,1723
-155.5991,18.97475,17,11/18/2017,2792
-155.5991,18.97475,10,12/16/2017,3501
-155.5991,18.97475,2,1/30/2018,1315
-155.5991,18.97475,6,3/3/2018,2396
-155.5991,18.97475,5,4/4/2018,1658
-155.5991,18.97475,2,6/5/2018,4290
-155.5991,18.97475,26,7/20/2018,6916
-155.5991,18.97475,8,8/17/2018,6326
-155.5991,18.97475,6,9/15/2018,2126
-155.5991,18.97475,15,10/28/2018,2899
-155.5991,18.97475,26,12/14/2018,2123
-155.59728,18.97633,27,10/15/2017,5841
-155.59718,18.97619,14,10/8/2017,11911
-155.59482,18.98901,75,9/24/2016,11689
-155.07686,19.72301,3,9/21/2019,169
-155.07682,19.72307,1,9/21/2019,27
-155.07099,19.72533,9,9/24/2016,722
-155.06936,19.72607,45,9/30/2017,2146
-155.06882,19.72534,5,9/24/2016,571
-155.06862,19.72936,4,9/24/2016,486
-155.06575,19.68869,9,7/30/2019,184
-155.06267,19.72408,2,9/17/2016,254
-155.05574,19.72877,26,9/17/2016,114
-155.0538,19.61135,1,10/28/2019,97
-155.05378,19.61133,20,10/28/2019,2000
-155.05368,19.73187,24,10/21/2017,308
-155.03888,19.73796,12,10/16/2016,881
-155.03015,19.73377,24,10/8/2019,113
-155.03002,19.73397,5,10/8/2019,332
-155.03001,19.73398,5,10/8/2019,488
-155.02976,19.73389,17,10/28/2017,1270
-155.02853,19.73345,22,10/8/2019,432
-155.02835,19.73328,1,10/8/2019,1
-155.01009,19.73459,10,11/4/2017,933
-154.0080195,59.38324241,13,8/31/2019,1467
-153.50235,59.391704,21,7/2/2019,405
-153.502349,59.391704,21,6/27/2019,363
-153.502348,59.391704,21,6/26/2019,333
-153.502347,59.391704,21,6/25/2019,308
-153.502346,59.391704,21,6/19/2019,1915
-153.502345,59.391704,21,6/17/2019,2586
-152.7258,58.4513,2,8/16/2015,101
-152.7258,58.4513,2,8/16/2015,99
-152.69899,58.4578334,3,9/20/2015,377
-152.623056,58.495278,2,8/16/2015,179
-152.4834,57.7539,10,1/24/2015,566
-152.4834,57.7539,2,3/22/2015,327
-152.4834,57.7539,5,5/24/2015,67
-152.4834,57.7539,6,7/23/2015,445
-152.4834,57.7539,5,9/26/2015,215
-152.4834,57.7539,11,11/20/2015,533
-152.4834,57.7539,7,1/30/2016,672
-152.4834,57.7539,11,3/26/2016,769
-152.4834,57.7539,4,5/27/2016,296
-152.4834,57.7539,7,7/25/2016,227
-152.4834,57.7539,6,9/24/2016,173
-152.4834,57.7539,11,4/29/2017,225
-152.4834,57.7539,6,6/24/2017,326
-152.4834,57.7539,5,8/23/2017,236
-152.4834,57.7539,5,10/22/2017,118
-152.4834,57.7539,6,12/24/2017,354
-152.4834,57.7539,5,4/22/2018,209
-152.4834,57.7539,5,6/26/2018,204
-152.4834,57.7539,4,8/26/2018,185
-152.4834,57.7539,5,10/27/2018,82
-152.39701,57.82306,6,5/30/2017,357
-151.86728,59.77308,39,9/13/2016,451
-151.8659,59.76467,5,4/28/2018,729
-151.85872,59.75252,5,9/29/2018,86
-151.84479,59.79925,3,10/8/2016,42
-151.76239,59.69131,2,10/1/2017,135
-151.72042,59.67823,2,9/23/2017,176
-151.7157,59.67537,2,9/9/2016,1
-151.70542,59.6702,1,10/14/2018,90
-151.70471,59.67086,2,10/1/2017,110
-151.70471,59.67086,2,10/1/2017,90
-151.70471,59.67086,2,10/1/2017,44
-151.70471,59.67086,2,10/1/2017,158
-151.70471,59.67086,2,10/1/2017,71
-151.69201,59.66497,1,9/18/2016,44
-151.67107,59.6576,1,10/6/2016,1
-151.6708274,59.65763758,1,10/5/2019,103
-151.6616516,59.66058192,4,9/21/2019,531
-151.63879,59.58998,2,10/15/2017,45
-151.63879,59.58998,2,10/15/2017,41
-151.6208536,59.64950232,2,9/29/2019,35
-151.5912335,59.47391785,2,9/21/2019,388
-151.5798,59.47154,4,10/6/2018,759
-151.5796674,59.48078335,4,9/14/2019,402
-151.5715657,59.64065484,20,10/9/2019,468
-151.56567,59.64051,2,9/22/2017,12
-151.56567,59.64051,19,9/22/2017,767
-151.56567,59.64051,2,9/22/2017,33
-151.56567,59.64051,2,9/22/2017,46
-151.56567,59.64051,2,9/22/2017,102
-151.56567,59.64051,2,9/22/2017,45
-151.56567,59.64051,2,9/22/2017,15
-151.56225,59.46643492,6,9/21/2019,559
-151.5621224,59.6400118,18,10/9/2019,136
-151.55736,59.63907,96,11/7/2018,4716
-151.55571,59.63947,29,10/4/2016,311
-151.5548902,59.6404343,2,9/30/2019,16
-151.5539707,59.63949003,20,10/9/2019,459
-151.5514598,59.63942721,25,10/9/2019,1403
-151.54806,59.63966,1,8/25/2018,2
-151.5479792,59.63996115,1,12/9/2019,49
-151.54738,59.63912,80,10/12/2017,4297
-151.54631,59.63832,9,9/15/2017,389
-151.54326,59.63765,26,4/25/2017,1801
-151.5421386,59.63829351,20,9/26/2019,291
-151.54129,59.63706,15,11/8/2018,586
-151.54083,59.63711,30,9/28/2018,342
-151.54072,59.6372,6,9/12/2018,723
-151.53099,59.46566,1,9/28/2016,1
-151.52859,59.63426,1,9/24/2016,64
-151.52392,59.64585,8,8/13/2018,651
-151.51865,59.63391,2,4/21/2017,61
-151.51657,59.44577,2,9/1/2017,0
-151.51625,59.6398,1,3/11/2018,1
-151.513571,59.45174827,4,9/14/2019,631
-151.5129298,59.63502992,2,9/26/2019,11
-151.49876,59.63312,23,11/4/2016,618
-151.4980192,59.63355452,1,9/21/2019,21
-151.49786,59.63238,20,9/26/2016,540
-151.49734,59.63279,4,10/15/2017,139
-151.4973356,59.63253493,3,10/21/2019,456
-151.49709,59.63504,21,9/26/2016,614
-151.49692,59.633,2,10/1/2017,48
-151.49692,59.633,2,10/15/2017,59
-151.49649,59.63218,29,11/30/2016,489
-151.49627,59.63203,24,9/26/2018,1147
-151.4959732,59.63274381,20,9/26/2019,645
-151.49554,59.6319,28,9/27/2018,1398
-151.49365,59.63118,33,9/19/2017,2284
-151.49254,59.63027,2,10/2/2017,163
-151.49029,59.63799,1,9/16/2017,8
-151.47881,59.63895,2,10/1/2016,89
-151.47383,59.62658,2,9/22/2017,135
-151.47383,59.62658,3,9/22/2017,49
-151.47383,59.62658,2,9/22/2017,37
-151.47383,59.62658,2,9/22/2017,68
-151.47383,59.62658,2,9/22/2017,64
-151.47383,59.62658,2,9/22/2017,12
-151.47383,59.62658,2,9/22/2017,83
-151.47383,59.62658,2,9/22/2017,59
-151.47383,59.62658,2,9/22/2017,66
-151.47383,59.62658,5,9/22/2017,47
-151.47248,59.62696,5,10/15/2017,99
-151.4699313,59.62507046,2,11/21/2019,305
-151.4693958,59.63936872,1,10/19/2019,14
-151.46217,59.62197,3,9/21/2018,186
-151.45469,59.6205,46,10/4/2018,1111
-151.45456,59.62121,27,10/2/2018,1180
-151.4513784,59.61505115,6,9/21/2019,653
-151.44954,59.61551,4,9/17/2016,132
-151.44901,59.61314,25,9/13/2018,413
-151.44361,59.60998,28,9/20/2016,366
-151.43915,59.60952,2,11/17/2017,615
-151.43821,59.60874,7,9/17/2016,1844
-151.43821,59.60908,27,9/12/2018,1263
-151.4378,59.60872,11,9/15/2018,518
-151.43725,59.60926,42,9/26/2018,1348
-151.43692,59.60839,29,10/4/2016,1084
-151.43411,59.66788,48,10/9/2018,165
-151.43156,59.66891,5,9/30/2018,48
-151.43121,59.60455,33,10/11/2017,1068
-151.42803,59.60339,23,9/26/2018,1242
-151.42714,59.60861,29,10/10/2017,658
-151.42542,59.60309,29,10/4/2016,2998
-151.4252018,59.60725097,1,9/21/2019,491
-151.42335,59.60781,49,10/1/2018,1555
-151.42187,59.67052,3,9/14/2018,39
-151.42107,59.60701,19,9/26/2018,806
-151.4184148,59.60463055,9,9/21/2019,813
-151.41434,59.6807,3,5/4/2020,31
-151.41426,59.60231,29,10/4/2016,1254
-151.41422,59.60227,2,12/1/2017,217
-151.41379,59.60053,19,10/15/2017,224
-151.41379,59.60053,19,10/15/2017,129
-151.41379,59.60053,21,10/15/2017,142
-151.41379,59.60053,19,10/15/2017,110
-151.41301,59.6022,9,9/27/2017,382
-151.4128,59.60205,1,10/7/2016,201
-151.4122,59.59979,31,9/21/2016,369
-151.4118483,59.6004707,18,9/26/2019,383
-151.41181,59.59991,10,9/15/2018,1116
-151.41173,59.60206,31,9/22/2016,472
-151.40984,59.60112,9,9/27/2017,412
-151.4092407,59.60084105,8,12/10/2019,222
-151.4031,59.67546,4,9/9/2016,169
-151.3868,59.68005,1,9/9/2016,87
-151.3868,59.68005,4,9/13/2016,82
-151.3559,59.56137,2,9/8/2018,57
-151.3504,59.68369,3,10/15/2017,22
-151.33667,59.68542,5,10/1/2017,55
-151.31427,59.57698,25,9/11/2018,165
-151.3141,59.57794,1,9/12/2018,85
-151.2994553,59.57808334,2,8/15/2019,11
-151.29695,60.38983,1,8/25/2018,2
-151.29684,59.5787,23,10/4/2016,245
-151.29592,60.3979,1,8/25/2018,24
-151.2945082,60.3905632,9,9/21/2019,1481
-151.27556,59.70933,2,9/15/2016,0
-151.27268,59.59563,9,9/23/2018,169
-151.27127,59.58389,32,8/22/2017,110
-151.2695665,59.57979138,19,8/26/2019,152
-151.26577,59.57607,10,9/24/2017,1035
-151.2592822,59.55805866,12,8/31/2019,1099
-151.2530503,59.71784473,2,9/7/2019,28
-151.24701,59.55196,9,9/23/2018,202
-151.24487,59.71772,66,9/16/2017,1
-151.20415,59.6386,13,9/23/2016,839
-151.2027375,59.60313185,1,9/8/2019,49
-151.19876,59.64569,8,9/29/2018,4785
-151.19677,59.62957,10,10/15/2017,931
-151.1941638,59.63188928,7,9/14/2019,229
-151.1870809,59.74428338,2,9/7/2019,21
-151.18698,59.6136,2,10/1/2017,262
-151.18698,59.6136,2,10/1/2017,522
-151.18698,59.6136,2,10/1/2017,6
-151.18698,59.6136,2,10/1/2017,752
-151.18698,59.6136,2,10/1/2017,323
-151.18698,59.6136,2,10/1/2017,346
-151.18698,59.6136,2,10/1/2017,532
-151.1699409,59.63511707,9,9/28/2019,288
-151.11059,59.69911,10,9/24/2016,171
-151.06922,59.80512,2,10/12/2016,205
-151.02802,59.71601,2,9/22/2018,35
-150.1094,62.3183,44,10/11/2018,1032
-149.928352,59.726821,6,5/22/2015,13
-149.928352,59.726821,4,6/6/2016,7
-149.928352,59.726821,3,5/31/2018,2
-149.92113,61.20838,3,9/21/2019,326
-149.911,61.21628,1,9/21/2019,82
-149.91065,61.21645,1,9/21/2019,19
-149.8865956,61.22347271,7,6/29/2019,918
-149.87825,61.20241,1,8/28/2018,8
-149.74516,59.87338,2,6/24/2015,1
-149.74516,59.87338,4,6/8/2016,5
-149.74516,59.87338,2,6/16/2017,1
-149.74516,59.87338,3,6/1/2018,2
-149.558379,59.891438,3,5/16/2015,21
-149.558379,59.891438,4,6/9/2016,5
-149.558379,59.891438,3,5/30/2018,6
-149.551,-17.5257,,,504
-149.459,-23.3444,,,78
-149.44938,60.16166,1,8/23/2018,5
-149.44178,60.04682,1,8/24/2018,1
-149.35178,60.08337,8,8/25/2015,33
-149.35178,60.08337,4,9/24/2015,39
-149.35178,60.08337,9,10/20/2015,38
-149.35178,60.08337,13,11/16/2015,36
-149.35178,60.08337,4,1/20/2016,48
-149.35178,60.08337,8,2/16/2016,34
-149.35178,60.08337,8,3/23/2016,71
-149.35178,60.08337,5,4/19/2016,101
-149.35178,60.08337,10,9/7/2017,297
-149.35178,60.08337,9,10/12/2017,45
-149.35178,60.08337,6,11/14/2017,31
-149.35178,60.08337,8,12/18/2017,14
-149.35178,60.08337,20,4/17/2018,27
-148.71667,60.77619,1,8/22/2018,79
-148.70369,60.77695,1,8/22/2018,10
-146.33235,61.12791,1,8/16/2018,10
-146.26196,61.12679,1,8/16/2018,2
-146.08452,61.06854,1,8/16/2018,2
-142.98625,63.33647,1,8/31/2018,8
-137.06255,60.85941,1,7/31/2018,1
-135.44062,59.27215,1,8/7/2018,2
-135.3908,59.17264,1,8/1/2018,1
-135.37024,59.20935,1,8/1/2018,2
-135.36361,59.20778,1,8/1/2018,23
-135.3241,57.05866,27,5/14/2018,2463
-135.29794,59.47439,2,12/12/2017,145
-135.05428,60.72795,9,8/23/2016,944
-135.04662,60.71877,20,9/23/2017,1
-135.04543,60.67903,15,8/21/2017,736
-134.92547,58.60698,1,5/13/2020,312
-134.836822,58.530055,1,9/1/2016,1
-134.836822,58.530055,1,9/29/2016,0
-134.836822,58.530055,1,10/27/2016,1
-134.64388,58.35153,2,5/11/2020,141
-134.60213,58.40115,1,12/17/2018,8
-134.58868,58.40805,1,5/22/2020,171
-134.5886,58.40798,1,5/18/2020,4
-134.58859,58.38713,2,5/12/2020,25
-134.5871,58.3973,1,8/3/2018,4
-134.57891,58.36373,1,5/13/2020,63
-134.43123,58.29554,2,12/14/2019,80
-134.42291,58.29991,5,9/15/2018,141
-134.38711,58.2727,1,9/15/2018,137
-134.38598,58.2729,1,5/22/2020,5
-134.383712,58.272069,1,9/15/2016,5
-134.383712,58.272069,1,11/10/2016,1
-134.383712,58.272069,1,12/8/2016,3
-133.13337,55.47254,20,9/22/2018,0
-133.10068,55.42091,9,9/16/2017,1060
-132.72895,60.16881,1,7/29/2018,4
-131.82208,54.07022,40,8/25/2017,10380
-131.71863,54.10921,30,5/28/2018,3384
-131.2303333,52.096,3,5/21/2016,887
-131.201,52.1326667,3,5/26/2016,513
-131.163,52.125,3,5/26/2016,679
-131.1488333,52.0995,3,5/21/2016,539
-131.1293333,52.1948333,3,5/26/2016,2827
-131.1215,52.16433333,3,5/26/2016,154
-131.1141667,52.0726666,3,5/26/2016,649
-131.1135,52.0695,3,2/1/2017,2087
-130.32193,54.3179,10,5/25/2018,1433
-130.31499,54.32075,31,10/22/2016,962
-130.31286,54.31009,60,10/19/2017,561
-130.31274,54.31004,75,10/11/2018,1031
-130.30502,54.32413,45,7/22/2018,2822
-130.25548,54.30932,25,10/14/2016,463
-130.04802,58.67952,1,7/28/2018,10
-129.94971,56.78849,1,7/27/2018,1
-129.84385,58.24264,1,7/28/2018,9
-129.80137,56.74743,1,7/27/2018,1
-129.80123,56.74739,1,7/27/2018,1
-128.56754,54.51293,10,6/10/2018,1
-128.56714,54.51346,65,10/13/2017,1
-128.149681,51.640074,17,8/3/2019,1204
-128.06961,55.26622,1,7/26/2018,1
-127.82889,50.18588,6,8/31/2018,1
-127.5887,50.5949,1,7/24/2018,1
-127.49454,50.43556,1,7/24/2018,3
-127.49451,50.43505,1,7/24/2018,5
